MF,Name,mz,RT,RT.seconds,id,adduct,ionMass,retentionTimeInSeconds,molecularFormula,precursorFormula,SiriusScore,TreeScore,IsotopeScore,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#all classifications,formulaRank,#adducts,#predictedFPs,ConfidenceScore,CSI:FingerIDScore,ZodiacScore,InChIkey2D,InChI,name,smiles,xlogp,pubchemids,links,dbflags,fraction
HPos_3196,Deoxyadenosine,252.10895,4.494,269.64,56_200929_Poo_TruePooMortality_DDApos_56,[M + H]+,252.10919,270.613,C10H13N5O3,C10H13N5O3,44.3784397605348,42.028998792599715,2.34944096793508,Carbohydrates,0.9956889748573304,Nucleosides,0.995424211025238,Purine nucleos(t)ides,0.9987680315971376,Purine nucleosides,0.9121286273002625,NA,NA,NA,NA,Purine nucleosides,0.9121286273002625,"Nucleosides, nucleotides, and analogues",0.97166508436203,"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Purine nucleosides; Aminopyrimidines and derivatives; Diazines; Secondary alcohols; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Imidolactams; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",1,1,1,0.631150062536608,-9.704325017914169,N/A,OLXZPDWKRNYJJZ,"InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)",2''-dA threo,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O,-0.906048238,636;13730;72246;453553;489519;7059421;7091846;6541020;10586962;10610794;6708685;10634619;10634741;10729593;6997185;10824795;10944999;10988817;12800092;12800094;12800096;12800097;12800098;12800099;12800100;12800102;11097115;11107817;11780086;11807173;10422300;10491133;21681145;22209663;23279551;23656320;23656321;25239986;25240949;25241028;45357259;59891165;71776864;71309464;71315424;91057554;90472725;91524621;101001972;119078793;121596082;121486748;122130698;123646011;125344325;130227632;131707406;132047946;136735810;136823425,HMDB:(101);SuperNatural:(SN00001976 SN00006575 SN00402369);ZINC bio:(ZINC00039105 ZINC01081581 ZINC01842582 ZINC03869836 ZINC03978745 ZINC09214234 ZINC15958242);additional;MeSH:(636 13730 72246 6708685 12800099);Plantcyc:(DEOXYADENOSINE);PubMed;NORMAN:(NS00014680);COCONUT:(CNP0224071);KNApSAcK:(19281);Natural Products:(UNPD148912 UNPD177483);PubChem:(636 13730 72246 453553 489519 7059421 7091846 6541020 10586962 10610794 6708685 10634619 10634741 10729593 6997185 10824795 10944999 10988817 12800092 12800094 12800096 12800097 12800098 12800099 12800100 12800102 11097115 11107817 11780086 11807173 10422300 10491133 21681145 22209663 23279551 23656320 23656321 25239986 25240949 25241028 45357259 59891165 71776864 71309464 71315424 91057554 90472725 91524621 101001972 119078793 121596082 121486748 122130698 123646011 125344325 130227632 131707406 132047946 136735810 136823425);CHEBI:(17256);PubChem class - bio and metabolites;KEGG:(C00559);PubChem class - safety and toxic;YMDB:(503);Training Set;PubChem class - drug;Biocyc:(DEOXYADENOSINE),121629054,HPos
HPos_3196,Deoxyadenosine,252.10895,4.494,269.64,55_200929_Poo_TruePooMortality_DDApos_55,[M + H]+,252.10904,268.965,C10H13N5O3,C10H13N5O3,18.80235789501647,14.476469000283672,4.325888894732798,Carbohydrates,0.9945235252380372,Nucleosides,0.993859887123108,Purine nucleos(t)ides,0.9973799586296082,Purine 2'-deoxyribonucleosides,0.9207450747489928,NA,NA,Purine 2'-deoxyribonucleosides,0.9207450747489928,Purine nucleosides,0.9243343472480774,"Nucleosides, nucleotides, and analogues",0.975774884223938,"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Purine nucleosides; Aminopyrimidines and derivatives; Diazines; Secondary alcohols; Imidazopyrimidines; Purine 2'-deoxyribonucleosides; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Imidolactams; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",1,1,1,0.570650064185708,-18.486429184045704,N/A,OLXZPDWKRNYJJZ,"InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)",2''-dA threo,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)CO)O,-0.906048238,636;13730;72246;453553;489519;7059421;7091846;6541020;10586962;10610794;6708685;10634619;10634741;10729593;6997185;10824795;10944999;10988817;12800092;12800094;12800096;12800097;12800098;12800099;12800100;12800102;11097115;11107817;11780086;11807173;10422300;10491133;21681145;22209663;23279551;23656320;23656321;25239986;25240949;25241028;45357259;59891165;71776864;71309464;71315424;91057554;90472725;91524621;101001972;119078793;121596082;121486748;122130698;123646011;125344325;130227632;131707406;132047946;136735810;136823425,HMDB:(101);SuperNatural:(SN00001976 SN00006575 SN00402369);ZINC bio:(ZINC00039105 ZINC01081581 ZINC01842582 ZINC03869836 ZINC03978745 ZINC09214234 ZINC15958242);additional;MeSH:(636 13730 72246 6708685 12800099);Plantcyc:(DEOXYADENOSINE);PubMed;NORMAN:(NS00014680);COCONUT:(CNP0224071);KNApSAcK:(19281);Natural Products:(UNPD148912 UNPD177483);PubChem:(636 13730 72246 453553 489519 7059421 7091846 6541020 10586962 10610794 6708685 10634619 10634741 10729593 6997185 10824795 10944999 10988817 12800092 12800094 12800096 12800097 12800098 12800099 12800100 12800102 11097115 11107817 11780086 11807173 10422300 10491133 21681145 22209663 23279551 23656320 23656321 25239986 25240949 25241028 45357259 59891165 71776864 71309464 71315424 91057554 90472725 91524621 101001972 119078793 121596082 121486748 122130698 123646011 125344325 130227632 131707406 132047946 136735810 136823425);CHEBI:(17256);PubChem class - bio and metabolites;KEGG:(C00559);PubChem class - safety and toxic;YMDB:(503);Training Set;PubChem class - drug;Biocyc:(DEOXYADENOSINE),121629054,HPos
HPos_331,Unknown,97.07645,10.147,608.82,127_200929_Poo_TruePooMortality_DDApos_127,[M + H]+,97.07641,610.931,C5H8N2,C5H8N2,20.110363240103588,17.915887426289565,2.1944758138140217,Alkaloids,0.9953030347824096,Lysine alkaloids,0.4480668008327484,Imidazole alkaloids,0.2726213335990906,Aralkylamines,0.7004258632659912,Aralkylamines,0.7004258632659912,Amines,0.9952959418296814,Organonitrogen compounds,0.9999948740005492,Organic nitrogen compounds,0.9999998807907104,Organic compounds; Organoheterocyclic compounds; Imidazoles; Organonitrogen compounds; Dialkylamines; Amines; Secondary amines; Aralkylamines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities,1,1,1,0.200721978360776,-109.40377456197402,N/A,LLPKQRMDOFYSGZ,"InChI=1S/C5H8N2/c1-4-3-6-5(2)7-4/h3H,1-2H3,(H,6,7)","2,4-Dimethylimidazole",CC1=CN=C(N1)C,0.899999976,70259;51412934;137292651,NORMAN:(NS00020241);COCONUT:(CNP0266432);Natural Products:(UNPD158600);PubChem:(70259 51412934 137292651);PubChem class - safety and toxic;PubMed,69500994,HPos
HPos_3316,Unknown,260.16077,2.882,172.92000000000002,39_200929_Poo_TruePooMortality_DDApos_39,[M + H]+,260.16053,167.451,C11H21N3O4,C11H21N3O4,121.01350065502405,115.68629729755187,5.327203357472147,Amino acids and Peptides,0.9984865188598632,Small peptides,0.9998748302459716,Dipeptides,0.999974250793457,Dipeptides,0.998577356338501,Peptides,0.999425172805786,"Amino acids, peptides, and analogues",0.9999688863754272,Carboxylic acids and derivatives,0.9999985694885254,Organic acids and derivatives,0.9999995231628418,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; N-acyl-L-glutamines; Glutamine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities",1,1,1,0.514292859327626,-16.047636905219818,N/A,XITLYYAIPBBHPX,"InChI=1S/C11H21N3O4/c1-3-6(2)9(11(17)18)14-10(16)7(12)4-5-8(13)15/h6-7,9H,3-5,12H2,1-2H3,(H2,13,15)(H,14,16)(H,17,18)","L-Isoleucine, L-glutaminyl-",CCC(C)C(C(=O)O)NC(=O)C(CCC(=O)N)N,-0.935867846,18218207;57315376,COCONUT:(CNP0271733);HMDB:(28800);Training Set;PubChem:(18218207 57315376);additional,2637834,HPos
HPos_3429,Adenosine,268.10349,5.488,329.28000000000003,66_200929_Poo_TruePooMortality_DDApos_66,[M + H]+,268.10391,332.646,C10H13N5O4,C10H13N5O4,23.14170648534614,17.862842716626062,5.278863768720079,Carbohydrates,0.9986526966094972,Nucleosides,0.9949941039085388,Purine nucleos(t)ides,0.9921280145645142,Purine nucleosides,0.9989687204360962,NA,NA,NA,NA,Purine nucleosides,0.9989687204360962,"Nucleosides, nucleotides, and analogues",0.9761634469032288,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Purine nucleosides; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Imidolactams; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",1,1,1,0.696327335281081,-1.4767905749061043,N/A,OIRDTQYFTABQOQ,"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)",Adenocor,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,-1.8441714,191;21704;60961;96368;102198;638036;644174;160739;171798;447270;447916;448374;448378;450776;453548;466397;5702004;7000182;7040251;7048607;5232242;6420052;6552084;6560357;10539954;10611929;6713976;10754484;10778501;12358319;12358320;12358321;12358322;12358325;12358335;10890867;10923602;10924111;10945502;10978491;11032861;11097670;11129405;11807674;10492175;21580289;21603567;22816614;22864552;23279550;23424823;24031035;24773269;42626774;44400560;54152452;54732806;53346513;53384930;57483912;57636736;59099798;58922336;59460532;59848323;69866322;71738110;71776184;71056489;70889269;71313037;89954368;101001971;100935583;100958904;101917632;101944188;101944189;118082104;122654941;121484514;121486812;123570113;123223819;129712279;134613125;131883911;131883912;135537873;134972038;136735805;136823423;139025871,HMDB:(50 14340);SuperNatural:(SN00001939 SN00275756 SN00383379 SN00155863 SN00002819 SN00369880);ZINC bio:(ZINC00970363 ZINC02047403 ZINC02169830 ZINC03201876 ZINC03201878 ZINC03830178 ZINC03830179 ZINC03978047 ZINC03978049 ZINC04048240 ZINC08580514);additional;HSDB:(5536-17-4 58-61-7);MeSH:(21704 60961 96368 102198 160739 447916);Plantcyc:(ADENOSINE);PubMed;NORMAN:(NS00010570);COCONUT:(CNP0009405 CNP0216822);KNApSAcK:(7444);Natural Products:(UNPD39215 UNPD128026 UNPD50018 UNPD145255 UNPD166075);PubChem:(191 21704 60961 96368 102198 638036 644174 160739 171798 447270 447916 448374 448378 450776 453548 466397 5702004 7000182 7040251 7048607 5232242 6420052 6552084 6560357 10539954 10611929 6713976 10754484 10778501 12358319 12358320 12358321 12358322 12358325 12358335 10890867 10923602 10924111 10945502 10978491 11032861 11097670 11129405 11807674 10492175 21580289 21603567 22816614 22864552 23279550 23424823 24031035 24773269 42626774 44400560 54152452 54732806 53346513 53384930 57483912 57636736 59099798 58922336 59460532 59848323 69866322 71738110 71776184 71056489 70889269 71313037 89954368 101001971 100935583 100958904 101917632 101944188 101944189 118082104 122654941 121484514 121486812 123570113 123223819 129712279 134613125 131883911 131883912 135537873 134972038 136735805 136823423 139025871);CHEBI:(95180 45327 140569 46515 93913 16335);PubChem class - bio and metabolites;KEGG:(C00212);PubChem class - safety and toxic;YMDB:(58);Training Set;PubChem class - drug;Biocyc:(SMA-0000369 CPD-13918 ADENOSINE),121629566,HPos
HPos_3429,Adenosine,268.10349,5.488,329.28000000000003,62_200929_Poo_TruePooMortality_DDApos_62,[M + H]+,268.10416,329.233,C10H13N5O4,C10H13N5O4,15.756764392426742,10.496627361204265,5.260137031222478,Carbohydrates,0.9989211559295654,Nucleosides,0.9958887696266174,Purine nucleos(t)ides,0.9931332468986512,Purine nucleosides,0.9989680051803588,NA,NA,NA,NA,Purine nucleosides,0.9989680051803588,"Nucleosides, nucleotides, and analogues",0.9779576659202576,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Purine nucleosides; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Imidolactams; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",1,1,1,0.668461271554116,-1.1285384764357218,N/A,OIRDTQYFTABQOQ,"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)",Adenocor,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,-1.8441714,191;21704;60961;96368;102198;638036;644174;160739;171798;447270;447916;448374;448378;450776;453548;466397;5702004;7000182;7040251;7048607;5232242;6420052;6552084;6560357;10539954;10611929;6713976;10754484;10778501;12358319;12358320;12358321;12358322;12358325;12358335;10890867;10923602;10924111;10945502;10978491;11032861;11097670;11129405;11807674;10492175;21580289;21603567;22816614;22864552;23279550;23424823;24031035;24773269;42626774;44400560;54152452;54732806;53346513;53384930;57483912;57636736;59099798;58922336;59460532;59848323;69866322;71738110;71776184;71056489;70889269;71313037;89954368;101001971;100935583;100958904;101917632;101944188;101944189;118082104;122654941;121484514;121486812;123570113;123223819;129712279;134613125;131883911;131883912;135537873;134972038;136735805;136823423;139025871,HMDB:(50 14340);SuperNatural:(SN00001939 SN00275756 SN00383379 SN00155863 SN00002819 SN00369880);ZINC bio:(ZINC00970363 ZINC02047403 ZINC02169830 ZINC03201876 ZINC03201878 ZINC03830178 ZINC03830179 ZINC03978047 ZINC03978049 ZINC04048240 ZINC08580514);additional;HSDB:(5536-17-4 58-61-7);MeSH:(21704 60961 96368 102198 160739 447916);Plantcyc:(ADENOSINE);PubMed;NORMAN:(NS00010570);COCONUT:(CNP0009405 CNP0216822);KNApSAcK:(7444);Natural Products:(UNPD39215 UNPD128026 UNPD50018 UNPD145255 UNPD166075);PubChem:(191 21704 60961 96368 102198 638036 644174 160739 171798 447270 447916 448374 448378 450776 453548 466397 5702004 7000182 7040251 7048607 5232242 6420052 6552084 6560357 10539954 10611929 6713976 10754484 10778501 12358319 12358320 12358321 12358322 12358325 12358335 10890867 10923602 10924111 10945502 10978491 11032861 11097670 11129405 11807674 10492175 21580289 21603567 22816614 22864552 23279550 23424823 24031035 24773269 42626774 44400560 54152452 54732806 53346513 53384930 57483912 57636736 59099798 58922336 59460532 59848323 69866322 71738110 71776184 71056489 70889269 71313037 89954368 101001971 100935583 100958904 101917632 101944188 101944189 118082104 122654941 121484514 121486812 123570113 123223819 129712279 134613125 131883911 131883912 135537873 134972038 136735805 136823423 139025871);CHEBI:(95180 45327 140569 46515 93913 16335);PubChem class - bio and metabolites;KEGG:(C00212);PubChem class - safety and toxic;YMDB:(58);Training Set;PubChem class - drug;Biocyc:(SMA-0000369 CPD-13918 ADENOSINE),121629566,HPos
HPos_3495,Unknown,272.13406,10.679,640.74,142_200929_Poo_TruePooMortality_DDApos_142,[M + H]+,272.13397,637.671,C10H17N5O4,C10H17N5O4,53.90361094490132,51.939592393205864,1.9640185516954547,Carbohydrates,0.9197180867195128,Saccharides,0.8811664581298828,Disaccharides,0.5600777864456177,Fatty acyl glycosides of mono- and disaccharides,0.5175005793571472,Fatty acyl glycosides of mono- and disaccharides,0.5175005793571472,Fatty acyl glycosides,0.5308128595352173,Fatty Acyls,0.584387481212616,Lipids and lipid-like molecules,0.6603420376777649,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,2,2,3,0.411770236067014,-19.93961525696775,N/A,AQTKXCPRNZDOJU,"InChI=1S/C9H18O8/c10-1-4(2-11)16-9-8(15)7(14)6(13)5(3-12)17-9/h4-15H,1-3H2",Lilioside B,C(C1C(C(C(C(O1)OC(CO)CO)O)O)O)O,-2.9922502,443265;4489683;9816473;9992463;10106330;11959967;21775658;21777192;46202935;57369524;57695703;68841466;71716605;70640512;71777457;71102198;70321050;92295560;92295567;95162430;101187319;117660649;124146473;131706814;134866598,SuperNatural:(SN00337033 SN00389853 SN00395276 SN00035548);ZINC bio:(ZINC04099161 ZINC06360512 ZINC06360546 ZINC71332378);MeSH:(10106330);PubMed;COCONUT:(CNP0264831);KNApSAcK:(43505);Natural Products:(UNPD92157 UNPD9807 UNPD160158);PubChem:(443265 4489683 9816473 9992463 10106330 11959967 21775658 21777192 46202935 57369524 57695703 68841466 71716605 70640512 71777457 71102198 70321050 92295560 92295567 95162430 101187319 117660649 124146473 131706814 134866598);CHEBI:(111508 82766 17765);PubChem class - bio and metabolites;KEGG:(C11546);Biocyc:(2-ARYLPROPIONATE 2-BETA-D-GLUCOSYL-SN-GLYCEROL CPD-16855),19966326,HPos
HPos_3495,Unknown,272.13406,10.679,640.74,144_200929_Poo_TruePooMortality_DDApos_144,[M + H]+,272.134,638.763,C9H21NO8,C9H21NO8,13.128726498593323,7.479298636408594,5.649427862184729,Carbohydrates,0.9405770897865297,Saccharides,0.8581197261810303,Disaccharides,0.9265289902687072,Hexoses,0.5298759937286377,Monosaccharides,0.84497833251953125,Carbohydrates and carbohydrate conjugates,0.999907612800598,Organooxygen compounds,0.9999996423721312,Organic oxygen compounds,1,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,1,1,3,0.367560195993998,-39.77861686018421,N/A,AQTKXCPRNZDOJU,"InChI=1S/C9H18O8/c10-1-4(2-11)16-9-8(15)7(14)6(13)5(3-12)17-9/h4-15H,1-3H2",Lilioside B,C(C1C(C(C(C(O1)OC(CO)CO)O)O)O)O,-2.9922502,443265;4489683;9816473;9992463;10106330;11959967;21775658;21777192;46202935;57369524;57695703;68841466;71716605;70640512;71777457;71102198;70321050;92295560;92295567;95162430;101187319;117660649;124146473;131706814;134866598,SuperNatural:(SN00337033 SN00389853 SN00395276 SN00035548);ZINC bio:(ZINC04099161 ZINC06360512 ZINC06360546 ZINC71332378);MeSH:(10106330);PubMed;COCONUT:(CNP0264831);KNApSAcK:(43505);Natural Products:(UNPD92157 UNPD9807 UNPD160158);PubChem:(443265 4489683 9816473 9992463 10106330 11959967 21775658 21777192 46202935 57369524 57695703 68841466 71716605 70640512 71777457 71102198 70321050 92295560 92295567 95162430 101187319 117660649 124146473 131706814 134866598);CHEBI:(111508 82766 17765);PubChem class - bio and metabolites;KEGG:(C11546);Biocyc:(2-ARYLPROPIONATE 2-BETA-D-GLUCOSYL-SN-GLYCEROL CPD-16855),19966326,HPos
HPos_3536,Unknown,274.18719,10.62,637.1999999999999,138_200929_Poo_TruePooMortality_DDApos_138,[M + H]+,274.18744,635.74,C11H23N5O3,C11H23N5O3,61.21439053372042,58.62314307196879,2.591247461751631,Amino acids and Peptides,0.9999912977218628,Small peptides,0.9999914169311525,Dipeptides,0.9999547004699708,Dipeptides,0.9968754053115844,Peptides,0.9998242259025574,"Amino acids, peptides, and analogues",1,Carboxylic acids and derivatives,1,Organic acids and derivatives,1,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities",1,1,1,0.921191802527608,-3.145910465294212,N/A,IBIDRSSEHFLGSD,"InChI=1S/C11H23N5O3/c1-6(2)8(12)9(17)16-7(10(18)19)4-3-5-15-11(13)14/h6-8H,3-5,12H2,1-2H3,(H,16,17)(H,18,19)(H4,13,14,15)",valylarginine,CC(C)C(C(=O)NC(CCCN=C(N)N)C(=O)O)N,-1.21766853,444523;4266827;7000187;7038549;7038550;92200789;92200790,HMDB:(29121);SuperNatural:(SN00290110);ZINC bio:(ZINC02047887 ZINC03156382);additional;PubMed;COCONUT:(CNP0278184);KNApSAcK:(18321);Natural Products:(UNPD178401);PubChem:(444523 4266827 7000187 7038549 7038550 92200789 92200790);CHEBI:(73711);PubChem class - bio and metabolites;Training Set;KEGG Mine,8610439290,HPos
HPos_3581,Unknown,277.08936,10.619,637.14,137_200929_Poo_TruePooMortality_DDApos_137,[M + Na]+,277.08948,635.74,C9H18O8,C9H18O8,11.01028711488346,3.4739531939212256,7.536333920962235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HPos
HPos_3581,Unknown,277.08936,10.619,637.14,143_200929_Poo_TruePooMortality_DDApos_143,[M + Na]+,277.08945,637.777,C9H18O8,C9H18O8,9.110310171185958,3.4829290152686507,5.627381155917307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HPos
HPos_3701,Unknown,286.11331,10.461,627.66,134_200929_Poo_TruePooMortality_DDApos_134,[M + H]+,286.11317,617.359,C9H19NO9,C9H19NO9,68.20336458913737,64.90819254786697,3.295172041270396,Carbohydrates,0.9654936790466307,Saccharides,0.9262199997901917,Disaccharides,0.9744930863380432,Disaccharides,0.7218278050422668,Disaccharides,0.7218278050422668,Carbohydrates and carbohydrate conjugates,0.9999712705612184,Organooxygen compounds,1,Organic oxygen compounds,1,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Monosaccharides; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,1,1,3,0.408618688641918,-65.21888250129933,N/A,DDXCFDOPXBPUJC,"InChI=1S/C9H16O9/c10-1-3-5(12)6(13)7(14)9(17-3)18-4(2-11)8(15)16/h3-7,9-14H,1-2H2,(H,15,16)",mannosylglycerate,C(C1C(C(C(C(O1)OC(CO)C(=O)O)O)O)O)O,-3.0999999,656416;443262;5460194;9814004;25202898;46199512;46199513;46878394;53262367;57605158;57605159;70890994;71312248;91200610;101926806;134610731;134610738;134610742;135130451;135130452;135130461;135130469;135134726;135134729,COCONUT:(CNP0103360 CNP0224061);Natural Products:(UNPD156756 UNPD164446 UNPD181506 UNPD116056);PubChem:(656416 443262 5460194 9814004 25202898 46199512 46199513 46878394 53262367 57605158 57605159 70890994 71312248 91200610 101926806 134610731 134610738 134610742 135130451 135130452 135130461 135130469 135134726 135134729);SuperNatural:(SN00313803 SN00311515 SN00243208 SN00317509);CHEBI:(15847 62510 62509 57541 141585);PubChem class - bio and metabolites;MeSH:(443262 5460194 46878394 101926806);KEGG:(C19792 C11544);Plantcyc:(2-O-ALPHA-MANNOSYL-D-GLYCERATE CPD-9190);PubMed;Biocyc:(CPD-9190 2-O-ALPHA-MANNOSYL-D-GLYCERATE),20089190,HPos
