5	13.25	61.01643	Unknown	[M-H]-	found in higher mz's MsMs_1713	0.407	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	6.65	200929_Poo_TruePooMortality_DDAneg50	61.0164:2692540 62.01975:0 63.02311:0	60.86897:341436 60.966:730051 60.96796:392191 60.99185:242101104 61.01688:1163350 61.11508:393486	1961896	20345064	2451397	4402924	2287426	10818063	8891952	15459802	752604	16094172	11229356	10076125	2706534	16614359	724505	16080509	14855119	13002730	958861	15467234	15203966	15080621	15861716	4926054	2481473	8990111	12315427	17239032	14868578	17403558	2620668	151232	20742842	20964900	7112594	7296286	14021590	27124700	2233277	366704	9964370	8596389	847274	9455048	12674172	15196505	13347729	16787118	9400765	19573554	3171910	3684724	11381376	13533423	6079710	9771775	9742924	1420508	10514411	15893425	376313	13625274	1531400	6427508	1762165	481980	13266783	17855892	16840066	6021386	2228605	1628510	1029587	2929692	1324250	767380	17576948	17031244	266909	13551905	9096941	1485101	725520	3330792	5437280	22779934	2411717	21975122	832577	18504508	12928195	9746894	7001496	1000831	10217000	8800356	8238746	12528293	17239122	2131694	21399418	7535388	672570	8087632	15879956	15423945	19412624	4227130	9433311.58289931	6817056.90114656
6	17.646	61.01645	Unknown	[M-H]-	similar chromatogram in higher mz_1054; similar chromatogram in higher mz_1025; similar chromatogram in higher mz_1083; similar chromatogram in higher mz_1571	0.028	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	3.74	200929_Poo_TruePooMortality_DDAneg20	61.01688:971899 62.02023:38879 63.02359:32925	60.86873:98746 60.94719:205480 60.95686:99784 60.96682:1886556 60.99186:234243248 61.01597:946698 61.01795:792628 61.03565:103103 61.03738:120199 61.11536:135641	2807053	1360481	2774680	2672352	4733648	3646212	6347756	7996199	674600	3413922	2279027	3391200	2795781	6256426	1083429	1691663	788060	2737782	1803136	1462081	3366212	2208879	2358496	1779526	5607811	3091965	4664844	7461868	3658331	3928477	1477785	424186	3213124	3425928	4766508	1726326	1252393	4229444	544294	1584900	2470323	2804389	1110460	2798027	1031601	1950841	7988806	839933	2729460	3190231	476771	2741336	6092988	2779564	2067905	3108835	5003696	1006853	1738201	1022158	1708657	1958167	1888436	5750900	1307418	1118430	1412457	5252134	4538405	4737281	934080	798436	586368	1518280	462476	718885	2690404	1727606	1495918	1104563	2076886	819906	758015	3897398	3181106	2114982	371075	4020717	1836350	1077038	2503748	904755	1777541	1090617	4320345	2569730	2851390	814555	4289304	2333228	1199623	3092006	948760	3890966	1310112	3571530	5306511	1835897	2601042.21296296	1714551.33454737
7	4.411	61.01646	Unknown	[M-H]-		0.009	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.49	200929_Poo_TruePooMortality_DDAneg35	61.01646:1215992 62.01981:44180 63.02317:25703		1816402	3022720	3822350	4309232	1276673	2768532	4467518	4175544	188557	4989843	6461348	4430552	894958	6391836	361019	3757918	11321065	1237608	1569325	7093514	3611347	7919087	4240394	2133314	842687	3252377	2895256	4675004	2400305	1092022	2803604	1050485	8281395	2542737	3910835	1311766	5170820	2534979	1636443	387414	918425	5093076	782006	3188344	5187362	3755063	5883936	6678419	5426332	5341014	1630761	1403017	4943124	1341297	3691467	2229024	4241638	1784064	1418006	5848061	926187	3108617	2071364	4020952	255575	3328076	3257658	3483648	6261310	1148324	775846	1350295	367797	1093085	1358326	212817	4429870	5496559	671131	2192488	5524402	985679	581513	3122716	4562081	1699933	1107187	2734252	2754245	4366686	3296913	3013929	1027717	2869926	1880145	4073376	5409177	3042729	9364160	1145338	2494509	2163766	109839	2352361	724777	2785933	6324327	2043410	3103742.36465567	2152101.45663912
8	4.586	61.0166	Unknown	[M-H]-		0.009	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	4.3	200929_Poo_TruePooMortality_DDAneg35	61.0166:1177744 62.01995:33357 63.02331:31508		1338624	5819844	2275863	4152535	1170264	1495349	5677186	1139172	606588	2857272	6069950	6063950	894158	947928	693536	3443438	4099528	4367062	770109	5964194	2556154	784824	1614185	2776379	496240	1121051	4041872	4065172	3950564	1092147	2926454	162971	1387761	2591936	3500950	461611	4763919	10686581	1153020	689796	4649691	1849683	908034	5823204	2158926	5529079	2339512	4890531	5140198	2911240	1870666	1117094	3571250	1206680	458332	1710385	4703316	588842	5539747	2055883	1052712	1724748	1752447	2897960	880159	3142949	1244769	4129975	1015436	2521028	981346	1205442	593959	1006061	1203709	475440	7267938	4867546	1268872	765470	3073361	1616756	145303	1940476	2087860	1700775	951483	3960386	2513639	1444360	5444464	1994160	285063	2924530	1968799	3851422	3665680	3549697	5018194	1941728	4684658	5499223	786046	6178724	619153	6222876	5662710	479640	2684273.73133681	1990336.52742402
9	4.074	61.01661	Unknown	[M-H]-		0.009	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.42	200929_Poo_TruePooMortality_DDAneg35	61.01661:1418516 62.01996:40090 63.02332:31640		1401983	2917632	4063878	6203108	800957	2293766	6907606	4558720	1361277	1985881	3082148	3326404	1460648	3308114	1459559	962807	7085509	4168175	388245	2117128	996838	1609577	3623306	4470726	4222967	4392286	5067038	3797623	6481430	3659469	1979465	1064170	4446916	2861844	2823847	1943836	2717318	5054627	1402623	1824780	2556453	2638318	987114	2477913	6969904	2964593	929920	4964120	4375268	4551264	1529813	1686150	833760	5625032	2094749	1234479	2686834	1653565	9080395	2526106	740432	3219296	1758790	2508443	974756	2739713	2129028	3978244	2619748	1007708	272768	654519	191247	601075	685936	517728	3255525	2745137	638280	4569473	3541242	470682	205946	1383139	1239971	6016988	881932	1760101	1123800	2457485	2472181	2840594	302652	1667925	7373844	3332316	2321072	5544516	6512419	883951	3901024	2922150	811953	1696736	2487764	3486547	8421238	1062626	2773987.19704861	1939826.36641573
10	19.795	61.01668	Unknown	[M-H]-		0.009	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.04	200929_Smp_B_3LV_T0	61.01668:475154 62.02003:0 63.02339:0		5589490	3557138	1678753	2041026	2296336	1974229	1105872	1753050	908392	2878607	2243304	8091574	1320289	4313805	1106287	5889030	2185639	2439653	1579236	5035735	1730690	1995004	1921432	1841724	1886364	878054	1789443	4122401	3081358	3399880	1594174	958048	2562274	3046456	5693196	1603042	5265212	5025531	1215304	1220912	4659544	2770234	1207012	3050670	3706417	4253050	2845787	7585149	3982891	2846626	1171457	2386904	2114263	2848503	1028877	5645276	7171820	1502782	2748611	2684844	855211	5185766	1647585	4991374	282017	1310929	2552554	4184545	3292210	3127188	204640	694364	475119	345606	1100378	422075	3404187	6164872	976973	1131762	4957696	981059	621390	2991610	3216493	4070266	660951	2629587	1487004	1844241	2536458	1660556	1531752	662947	1319766	4904849	1290394	5206838	3147151	1036885	2454042	1969916	807192	1217805	1778518	3454554	3708033	3086342	2616780.65060764	1702746.80697311
11	13.876	61.01689	Unknown	[M-H]-		0.019	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.97	200929_Poo_TruePooMortality_DDAneg20	61.01689:2502140 62.02024:0 63.0236:0	59.36289:102297 60.86853:312713 60.94734:247582 60.95617:131866 60.96679:1635170 60.99184:257430288 61.01591:703178 61.0179:786590 61.02658:115831 61.03565:217037 61.03715:192674 61.11556:308515	3089977	3489300	1303850	2859078	2187007	19820380	345028	4252496	784428	3338987	2212234	3184147	819710	5186526	438990	679201	678534	782422	1627084	938124	507899	6730482	2305975	1000606	1558026	3013374	1194402	673330	2013071	2341942	1612511	473429	3390226	3235147	282150	1367916	2264689	1031050	1459435	830312	948893	2369503	3349956	2620489	1178262	812232	1933970	4092152	6498326	2045491	1011671	1350454	845922	2643641	1623004	3448288	2876202	1255995	2276033	3303027	255669	2943853	2332860	2374104	1224732	536013	1466498	894188	488203	2589467	406873	783764	991047	1189234	768758	323265	2364988	832472	1026717	1813826	2434686	513037	646870	414350	2196710	608363	472125	2983644	661955	3435553	2146597	1994045	1527208	1853090	733574	2175340	3892002	3706150	1985240	1226113	3168542	3400364	1790873	795356	3379864	4368136	3599672	2939029	2096685.22887731	2157830.5948796
12	9.772	61.01733	Unknown	[M-H]-		0.102	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	2.43	200929_Poo_TruePooMortality_DDAneg50	61.01733:1382777 62.02068:88213 63.02404:28713		4766964	4195168	2776704	2388602	147930	2934189	3992170	6092828	1070916	5591204	4881304	3298256	1899368	1229218	897008	1635948	4342685	4791887	1561271	5852942	2843358	7771008	3231483	2598021	2236111	2664406	3302165	4807260	4995716	3372710	798192	2076048	2157458	2848898	1716378	1604629	3444212	4187106	1274666	1534373	2124954	2159574	666891	6094925	1001012	7739842	2517717	4685501	2607688	3444976	1179166	422945	4816598	2315450	2742056	3293139	4286860	1412046	5432406	4191394	800615	5460238	1656142	5172812	1236321	4308492	1956700	2491698	5179548	1974501	1087262	2575704	418846	1001505	2706077	1088918	5863485	3668192	294965	2383648	2713249	1144650	729720	3707290	561245	4665638	977394	2339400	3554797	2958590	4947782	1902185	1924572	1684412	3782740	1477603	3431231	6018412	879866	1918204	2919790	4528310	72121	268181	2031435	2759451	621756	1602017	2818459.36263021	1727180.73627313
13	13.343	61.11472	Unknown	[M-H]-	similar chromatogram in higher mz_267; similar chromatogram in higher mz_1739	0.787	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	13.72	200929_Smp_B_6HV_T0	61.11472:425145 62.11807:0 63.12143:0		5877772	4528644	1705880	560122	4102156	470121	268479	537363	6491511	9258297	5048760	4835316	4417200	5660880	7590464	6049264	7105518	8680017	3130994	6901831	4042171	7975479	8406966	4156039	5512366	5279008	4619335	4668394	2800254	4284522	4599668	10326962	7088590	8199465	8830739	2797312	5625351	10368199	4315474	3197098	5286160	522616	6968948	3814174	7714294	6096966	9162850	4737307	8919183	4571282	4319346	7820394	3917119	4205032	4776999	7088102	4047883	10584491	6889692	4797548	9073685	6880147	1685084	6801294	3245798	11154058	10958805	4408834	5487964	5094302	8832235	6116992	3698280	8030076	9683227	5924856	3995190	5428093	5081934	4641675	4984502	4479834	2683337	3813221	5724848	4594369	11082318	4711470	6517432	9282528	6322487	3518628	2840927	3641295	6383646	5300417	4503350	8510131	3806377	8293965	3579152	5095563	3423178	4159126	4821296	5327230	5494502	3814838	5550804.33478009	2425478.41888283
14	12.443	61.11479	Unknown	[M-H]-		0.056	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.27	200929_Smp_E_4LG_T36	61.11479:331313 62.11814:0 63.1215:0		358103	1098894	1243250	447146	1426927	98906	160071	397118	369349	1959335	1949623	1629279	1611409	932893	646504	1825354	328162	873761	1494236	1155659	2018146	1187946	1330160	4717194	800942	812647	1681614	4854814	648674	877830	1723881	483056	1568081	398003	404423	709068	286284	1019038	1204120	1252014	937169	719566	3586930	946168	1108223	2346663	1913438	452968	821043	1291736	916762	666881	1357656	1318711	404423	1024233	1344834	463748	712064	1572593	793804	2081382	143624	1078016	795336	1429159	1351855	365967	1049373	5035130	888295	1911739	1273530	407066	1375975	965344	1239342	526163	5022340	443901	339337	1177724	1219812	854623	318780	2003742	1076343	1338253	1392144	2702975	966902	932538	1122825	716409	1696921	445216	1379988	775207	1904369	1855918	1624166	1121231	1111258	813226	820879	6768746	915230	1740720	1288912.5135272	1068334.32379891
15	1.533	61.11512	Unknown	[M-H]-		0.009	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	8.4	200929_Smp_A_4LGV_T36	61.11512:244135 62.11847:0 63.12183:0		1810474	247697	1299049	1231183	1171811	743772	584950	484083	1592418	384985	1132731	3697531	1564619	444999	1045107	1665280	1380013	1224645	1139339	1437388	358054	438163	862416	1213186	1288717	1698287	1592431	1518645	1212401	1226978	1071588	1082457	1377202	325389	1074365	1556304	1382600	3565572	1908376	1002948	349361	1255978	1074971	1058182	1365501	1723661	2494433	844852	1687119	1958961	2739641	1164183	1094744	529066	993733	1173267	1174227	3252138	339463	634062	2098190	1150838	461980	1450880	817247	2722846	1850333	2043534	3512108	1087532	978617	1175875	865440	2807247	1097125	961570	1699608	1193968	1541304	1647384	932890	2520109	1436447	663455	2484854	711500	1380568	1319014	2302215	2807880	361291	732813	1099015	840276	1305881	1955922	2109152	444946	2509434	1869679	2342022	1248901	2082034	2064663	1933915	689042	1419556	1253167	1397499.62239583	734289.591484658
16	3.63	61.98705	Unknown	[M-H]-		0.861	False	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	12.96	200929_Smp_C_4LGV_T24	61.98705:14659133 62.9904:3749528 63.99376:158643		418814976	369728416	378248896	494085568	530542912	21898250	75034056	56047720	488828128	491682880	448599360	518627232	502617920	438472480	34030412	208746032	202522672	278043360	167195040	345040800	301724320	506484320	333687456	426933344	585753600	425224640	193554576	484816576	393518848	459438592	375299488	396219840	499749600	332187328	566924416	447261248	387266080	408724064	515387904	695452608	584923328	441213824	19286956	435180512	388950752	502336416	401591840	401397024	476920704	492382208	619501888	346349344	500397440	415305856	306550432	527793856	447991744	414291712	281288832	522805504	100610248	418667392	258600016	424039968	492929440	332332768	411763136	393066368	454915872	390235776	272331520	463737088	393462816	461655168	594563904	383255008	518948288	465882304	419218848	423098144	362376416	518072768	333302400	382599936	481029440	360348768	308121568	653071936	416497344	386115488	428917696	430159008	468186336	345710240	415079936	526663520	356877440	368028768	386626464	556282304	552248256	449063840	368776800	497149984	518137600	462780832	547656448	499793728	409109865.425926	127764656.454832
17	9.967	61.99507	Unknown	[M-H]-		0.148	True	null	null	null	null	null	null	999	False	False	False		False	False	null	null	null	null	null	null	null	5.74	200929_Poo_TruePooMortality_DDAneg20	61.99514:6844466 62.99849:3586004 64.00185:60300	60.99191:22642 61.85953:10728 61.86113:17550 61.96144:103615 61.98711:14062851 61.99508:1344306 62.01189:58174 62.01395:33938 62.11349:14124	57177904	102170568	267271408	55826340	110462832	76548344	135001616	49723680	79881944	59553016	99863528	170060832	152220320	95634160	69412936	18521580	93098616	20878398	172344592	54528756	33784480	146050464	144180096	134796896	104561736	30552852	206553136	136461952	127145952	213220224	62049844	45436748	48356184	32474208	91916104	147100176	167484032	82063192	148570560	74604640	167957648	88432208	173216160	79340168	73764880	84666312	67367872	80342488	83352392	278955552	88835192	41096236	141415264	61827512	19904532	47899164	129781216	122098056	25624598	111810624	45043620	189939104	134412000	51173000	62321872	15780979	75420512	21776470	87860384	37971532	154849408	164330192	24123424	41016016	101745680	174769280	179168128	189023376	81455744	222604368	49304668	100102584	65421712	37519168	75811152	44139440	16249221	222432528	120938096	51659904	92927520	96930352	113227816	139945312	29403360	71108464	18750418	74981608	128120224	151706960	96106384	196026400	20664764	178375472	79866328	120612152	130420888	142439024	100048240.074074	58241772.6196291
