61.040188,61.040188,4.7,Urea,HILIC_Pos_NewStds,precursor,
184.073321,184.073321,8.4,Phosphocholine,HILIC_Pos_NewStds,precursor,
184.063805,184.063805,8.4,Choline sulfate,HILIC_Pos_NewStds,precursor,
130.086255,130.086255,6.8,Pipecolic acid,HILIC_Pos_NewStds,precursor,
62.060589,62.060589,4.8,Ethanolamine,HILIC_Pos_NewStds,precursor,
114.066737,114.066737,6.3,Creatinine,HILIC_Pos_NewStds,precursor,
138.0564,138.0564,7,Adenine_ 15N2,HILIC-Pos_Internal-Standards,precursor,
181.0114,181.0114,8.3,Arsenobetaine_ 13C2,HILIC-Pos_Internal-Standards,precursor,
117.0489,117.0489,6.4,Cytosine_ 13C2_ 15N3,HILIC-Pos_Internal-Standards,precursor,
93.0738,93.0738,5.7,DL-Alanine_ 2H3,HILIC-Pos_Internal-Standards,precursor,
157.0738,157.0738,7.6,DL-Histidine_ 15N,HILIC-Pos_Internal-Standards,precursor,
123.1145,123.1145,6.6,DL-Proline_ 2H7,HILIC-Pos_Internal-Standards,precursor,
126.1365,126.1365,6.7,DL-Valine_ 2H8,HILIC-Pos_Internal-Standards,precursor,
124.1006,124.1006,6.6,Glycine betaine_ 13C5_ 15N,HILIC-Pos_Internal-Standards,precursor,
155.0547,155.0547,7.6,Guanine_ 13C_ 15N2,HILIC-Pos_Internal-Standards,precursor,
141.0743,141.0743,7.1,Homarine_ 2H3,HILIC-Pos_Internal-Standards,precursor,
133.0989,133.0989,6.9,L-Isoleucine_ 15N,HILIC-Pos_Internal-Standards,precursor,
153.0771,153.0771,7.5,L-Methionine_ 2H3,HILIC-Pos_Internal-Standards,precursor,
