id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
3_200929_Poo_TruePooMortality_DDApos_3	C6H14N2O	[M + H]+	Alkaloids	0.9993670582771301	Lysine alkaloids	0.9549197554588318	Piperidine alkaloids	0.23321709036827087	Morpholines	0.634824275970459			Morpholines	0.634824275970459	Oxazinanes	0.7559517621994019	Organoheterocyclic compounds	0.9998632669448853	Organic compounds; Organoheterocyclic compounds; Oxazinanes; Ethers; Organonitrogen compounds; Organooxygen compounds; Morpholines; Dialkyl ethers; Dialkylamines; Amines; Secondary amines; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
38_200929_Poo_TruePooMortality_DDApos_38	C10H23NO6	[M + H]+	Fatty acids	0.34512412548065186	Glycerolipids	0.7705010771751404	Monoacylglycerols	0.8984767198562622	Secondary alcohols	0.7038630843162537	Secondary alcohols	0.7038630843162537	Alcohols and polyols	0.9921591281890869	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Secondary alcohols; Polyols; Amines; Primary amines; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
27_200929_Poo_TruePooMortality_DDApos_27	C10H20N2O4	[M + H]+	Amino acids and Peptides	0.9999574422836304	Small peptides	0.9999866485595703	Dipeptides	0.9999082088470459	Dipeptides	0.9999287128448486	Peptides	0.999968409538269	Amino acids, peptides, and analogues	0.9999996423721313	Carboxylic acids and derivatives	0.9999997615814209	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
74_200929_Poo_TruePooMortality_DDApos_74	C6H10N2O2	[M + H]+	Amino acids and Peptides	0.7364537119865417	Small peptides	0.8142118453979492	Aminoacids	0.7557753920555115	Alpha amino acids and derivatives	0.661880373954773	Amino acids and derivatives	0.7822791934013367	Amino acids, peptides, and analogues	0.776409387588501	Carboxylic acids and derivatives	0.916963517665863	Organic acids and derivatives	0.9543511271476746	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carbonyl compounds; Amines; Primary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
51_200929_Poo_TruePooMortality_DDApos_51	C6H8N2O	[M + H]+	Alkaloids	0.9705668091773987	Tetramate alkaloids	0.6986220479011536	Pyrazine and Piperazine alkaloids	0.5551152229309082	Aryl alkyl ketones	0.9134079217910767	Ketones	0.8703601956367493	Carbonyl compounds	0.8559065461158752	Organooxygen compounds	0.9999562501907349	Organic oxygen compounds	0.9999998807907104	Organic compounds; Organoheterocyclic compounds; Pyrazines; Ketones; Organonitrogen compounds; Organooxygen compounds; Diazines; Carbonyl compounds; Aryl ketones; Aryl alkyl ketones; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
62_200929_Poo_TruePooMortality_DDApos_62	C10H13N5O4	[M + H]+	Carbohydrates	0.9989211559295654	Nucleosides	0.9958887696266174	Purine nucleos(t)ides	0.9931332468986511	Purine nucleosides	0.9989680051803589					Purine nucleosides	0.9989680051803589	Nucleosides, nucleotides, and analogues	0.9779576659202576	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Purine nucleosides; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Tetrahydrofurans; 6-aminopurines; Imidolactams; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
75_200929_Poo_TruePooMortality_DDApos_75	C6H10N2O2	[M + H]+	Amino acids and Peptides	0.8147088289260864	Small peptides	0.948969841003418	Aminoacids	0.8960238099098206	Alpha amino acids	0.5442955493927002	Amino acids and derivatives	0.9052403569221497	Amino acids, peptides, and analogues	0.9062309265136719	Carboxylic acids and derivatives	0.9658215045928955	Organic acids and derivatives	0.9816743731498718	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
52_200929_Poo_TruePooMortality_DDApos_52	C7H17NO4S	[M + H]+	Alkaloids	0.6108164191246033	Fatty acyls	0.22541944682598114	Piperidine alkaloids	0.21233704686164856	Alkanesulfonic acids	0.999976634979248	Alkanesulfonic acids and derivatives	0.9999794960021973	Organosulfonic acids and derivatives	0.9984651803970337	Organic sulfonic acids and derivatives	0.9984656572341919	Organic acids and derivatives	0.9915452003479004	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Organosulfonic acids; Trialkylamines; Amines; Tertiary amines; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic anions; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
39_200929_Poo_TruePooMortality_DDApos_39	C11H21N3O4	[M + H]+	Amino acids and Peptides	0.9984865188598633	Small peptides	0.9998748302459717	Dipeptides	0.999974250793457	Dipeptides	0.998577356338501	Peptides	0.9994251728057861	Amino acids, peptides, and analogues	0.9999688863754272	Carboxylic acids and derivatives	0.9999985694885254	Organic acids and derivatives	0.9999995231628418	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; N-acyl-L-glutamines; Glutamine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
6_200929_Poo_TruePooMortality_DDApos_6	C30H58O4S	[M + H3N + H]+	Fatty acids	0.9888156652450562	Fatty esters	0.9917994737625122	Wax monoesters	0.7515565156936646	Dicarboxylic acids and derivatives	0.9714194536209106			Dicarboxylic acids and derivatives	0.9714194536209106	Carboxylic acids and derivatives	0.9999912977218628	Organic acids and derivatives	0.9999980926513672	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Thioethers; Carboxylic acid esters; Carbonyl compounds; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
28_200929_Poo_TruePooMortality_DDApos_28	C12H27NO8	[M + H]+	Fatty acids	0.8619292378425598	Glycerolipids	0.9856195449829102	Monoacylglycerols	0.9899984002113342	Polyethylene glycols	0.9993502497673035	Dialkyl ethers	0.9999736547470093	Ethers	0.9999858140945435	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Amines; Primary amines; Polyethylene glycols; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
76_200929_Poo_TruePooMortality_DDApos_76	C10H15NO2S	[M + H]+	Alkaloids	0.9984117746353149	Ornithine alkaloids	0.621212363243103	Phenylalanine-derived alkaloids	0.5122538805007935	Benzenesulfonamides	0.9980317950248718			Benzenesulfonamides	0.9980317950248718	Benzene and substituted derivatives	0.9998679161071777	Benzenoids	0.9999992847442627	Organic compounds; Organosulfur compounds; Benzenesulfonamides; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Sulfonyls; Organosulfonamides; Benzene and substituted derivatives; Benzenoids; Aminosulfonyl compounds; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
63_200929_Poo_TruePooMortality_DDApos_63	C9H11NO2	[M + H]+	Amino acids and Peptides	0.8551952242851257	Small peptides	0.8381151556968689	Aminoacids	0.753190815448761	Phenylalanine and derivatives	0.7909762859344482	Amino acids and derivatives	0.7290992736816406	Amino acids, peptides, and analogues	0.7362646460533142	Carboxylic acids and derivatives	0.9881614446640015	Organic acids and derivatives	0.9942820072174072	Organic compounds; Amino acids, peptides, and analogues; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Amino acids; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
7_200929_Poo_TruePooMortality_DDApos_7	C12H24N2O3	[M + H]+	Amino acids and Peptides	0.9994052648544312	Small peptides	0.9996793270111084	Dipeptides	0.99994957447052	Dipeptides	0.9999723434448242	Peptides	0.9995126724243164	Amino acids, peptides, and analogues	0.9999719858169556	Carboxylic acids and derivatives	0.999995231628418	Organic acids and derivatives	0.9999997615814209	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid salts; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Organic zwitterions; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
77_200929_Poo_TruePooMortality_DDApos_77	C6H5N5O	[M + H]+	Alkaloids	0.9989863038063049	Pseudoalkaloids	0.8138522505760193	pteridine alkaloids	0.9027507305145264	Pterins and derivatives	0.8691499829292297			Pterins and derivatives	0.8691499829292297	Pteridines and derivatives	0.9955345392227173	Organoheterocyclic compounds	0.9998873472213745	Organic compounds; Organoheterocyclic compounds; Pyrazines; Pyrimidines and pyrimidine derivatives; Pteridines and derivatives; Pterins and derivatives; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Amines; Primary amines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
29_200929_Poo_TruePooMortality_DDApos_29	C10H22O5	[M + H3N + H]+	Fatty acids	0.9896190762519836	Glycerolipids	0.6475037932395935	Monoacylglycerols	0.7740129232406616	Polyethylene glycols	0.5612528324127197	Dialkyl ethers	0.9978569149971008	Ethers	0.9964081645011902	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
40_200929_Poo_TruePooMortality_DDApos_40	C8H11N3O2S	[M + H]+	Amino acids and Peptides	0.7862220406532288	Small peptides	0.6394232511520386	Aminoacids	0.6221422553062439	Alpha amino acids	0.7192369699478149	Amino acids and derivatives	0.9638388156890869	Amino acids, peptides, and analogues	0.9628798365592957	Carboxylic acids and derivatives	0.926604688167572	Organic acids and derivatives	0.9816965460777283	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Thiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Aminothiazoles; Alpha amino acids; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
53_200929_Poo_TruePooMortality_DDApos_53	C11H21N3O4	[M + H]+	Amino acids and Peptides	0.9960448145866394	Small peptides	0.9998106360435486	Dipeptides	0.9999686479568481	Dipeptides	0.9996870756149292	Peptides	0.9998171925544739	Amino acids, peptides, and analogues	0.9999957084655762	Carboxylic acids and derivatives	0.9999996423721313	Organic acids and derivatives	0.9999997615814209	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
30_200929_Poo_TruePooMortality_DDApos_30	C8H18O5	[M + H]+	Fatty acids	0.9918645620346069	Glycerolipids	0.9331600666046143	Monoacylglycerols	0.9683956503868103	Polyethylene glycols	0.9975802898406982	Dialkyl ethers	0.9996652603149414	Ethers	0.9998801946640015	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
78_200929_Poo_TruePooMortality_DDApos_78	C6H5N5O	[M + H]+	Alkaloids	0.9986631870269775	Pseudoalkaloids	0.8576245307922363	pteridine alkaloids	0.8387361764907837	Pterins and derivatives	0.7343003153800964			Pterins and derivatives	0.7343003153800964	Pteridines and derivatives	0.9261672496795654	Organoheterocyclic compounds	0.9998162388801575	Organic compounds; Organoheterocyclic compounds; Pyrazines; Pyrimidines and pyrimidine derivatives; Pteridines and derivatives; Pterins and derivatives; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Amines; Primary amines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
41_200929_Poo_TruePooMortality_DDApos_41	C8H16O6	[M + H]+	Fatty acids	0.8093119263648987	Glycerolipids	0.28681984543800354	Monoacylglycerols	0.1810370832681656	Polyethylene glycols	0.7909026741981506	Dialkyl ethers	0.9996346235275269	Ethers	0.9997696280479431	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Polyethylene glycols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
54_200929_Poo_TruePooMortality_DDApos_54	C11H21N3O4	[M + H]+	Amino acids and Peptides	0.9955624341964722	Small peptides	0.9996567964553833	Dipeptides	0.9998879432678223	Dipeptides	0.9992757439613342	Peptides	0.9998780488967896	Amino acids, peptides, and analogues	0.9999581575393677	Carboxylic acids and derivatives	0.9999974966049194	Organic acids and derivatives	0.9999994039535522	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities
